Province,City,Area Name,Can do delivery
ABRA,ABRA-SAN-JUAN,CULIONG,1
ABRA,SALLAPADAN,GANGAL,1
ABRA,PIDIGAN,GARRETA,1
ABRA,LUBA,GAYAMAN,1
ABRA,TAYUM,DEET,1
ABRA,LICUAN-(BAAY),CAWAYAN,0
ABRA,LAGANGILAN,CAYAPA,1
ABRA,ABRA-SAN-ISIDRO,DALIMAG,1
ABRA,ABRA-PILAR,DALIT,1
ABRA,BANGUED,DANGDANGLA,1
ABRA,ABRA-SAN-JUAN,GUIMBA,1
ABRA,BOLINEY,DAO-ANGAN,1
ABRA,ABRA-PILAR,DINTAN,1
ABRA,LACUB,GUINGUINABANG,1
ABRA,ABRA-SAN-JUAN,COLABAOAN,1
ABRA,LAGANGILAN,AGUET,1
ABRA,BANGUED,BAGACAO,1
ABRA,LUBA,BARIT,1
ABRA,ABRA-PILAR,PANG-OT,1
ABRA,ABRA-SAN-JUAN,NANGOBONGAN,1
ABRA,LACUB,PACOC,1
ABRA,LUBA,POBLACION,1
ABRA,BANGUED,SANTA ROSA,1
ABRA,BUCAY,SALNEC,1
ABRA,DANGLAS,CAUPASAN (POB.),1
ABRA,DANGLAS,ABAQUID,1
ABRA,MANABO,CATACDEGAN VIEJO,1
ABRA,PIDIGAN,SAN DIEGO,1
ABRA,MALIBCONG,BINASARAN,0
ABRA,ABRA-LA-PAZ,POBLACION,1
ABRA,LACUB,POBLACION (TALAMPAC),1
ABRA,LAGANGILAN,BACOOC,1
ABRA,BANGUED,LUBONG,1
ABRA,TUBO,KILI,1
ABRA,ABRA-DOLORES,LIBTEC,1
ABRA,LUBA,LUL-LUNO,1
ABRA,PIDIGAN,NAGUIRAYAN,1
ABRA,ABRA-PILAR,KINABITI,1
ABRA,ABRA-PILAR,TIKITIK,1
ABRA,BUCAY,NORTH POBLACION,1
ABRA,TUBO,DILONG,1
ABRA,DAGUIOMAN,TUI (POB.),1
ABRA,BANGUED,MACARCARMAY,1
ABRA,ABRA-PILAR,MALIPLIPIT,1
ABRA,BUCAY,MADALIPAY,1
ABRA,LUBA,LUZONG,1
ABRA,MANABO,AYYENG (POB.),1
ABRA,BANGUED,BANACAO,1
ABRA,BANGUED,AGTANGAO,1
ABRA,BANGUED,ANGAD,1
ABRA,PIDIGAN,POBLACION EAST,1
ABRA,BANGUED,SAGAP,1
ABRA,SALLAPADAN,BILABILA,1
ABRA,PIDIGAN,MONGGOC,1
ABRA,ABRA-DOLORES,NAMIT-INGAN,1
ABRA,TINEG,NAGLIBACAN,1
ABRA,LICUAN-(BAAY),LENNENG,0
ABRA,BANGUED,LINGTAN,1
ABRA,VILLAVICIOSA,LAP-LAPOG,1
ABRA,BANGUED,COSILI WEST (BUAYA),1
ABRA,ABRA-SAN-QUINTIN,LABAAN,1
ABRA,PIDIGAN,LASKIG,1
ABRA,LICUAN-(BAAY),BULBULALA,0
ABRA,ABRA-PILAR,GAPANG,1
ABRA,TINEG,ALAOA,1
ABRA,BUCLOC,LAMAO,1
ABRA,LAGAYAN,PANG-OT,1
ABRA,SALLAPADAN,SALLAPADAN,1
ABRA,BOLINEY,DANAC EAST,1
ABRA,ABRA-SAN-JUAN,DAOIDAO,1
ABRA,ABRA-PILAR,SOUTH BALIOAG,1
ABRA,BANGUED,SAO-ATAN,1
ABRA,BUCLOC,LABAAN,1
ABRA,LAGANGILAN,LAGBEN,1
ABRA,ABRA-PILAR,SAN JUAN WEST,1
ABRA,BOLINEY,BAO-YAN,1
ABRA,PIDIGAN,SUYO (MALIDONG),1
ABRA,LICUAN-(BAAY),MAPISLA,0
ABRA,LAGANGILAN,BALAIS,1
ABRA,ABRA-SAN-QUINTIN,PALANG,1
ABRA,BUCAY,BANGCAGAN,1
ABRA,ABRA-DOLORES,CABAROAN,1
ABRA,LAGANGILAN,NAGTIPULAN,1
ABRA,ABRA-SAN-ISIDRO,CABAYOGAN,1
ABRA,SALLAPADAN,GANGAL (POB.),1
ABRA,VILLAVICIOSA,POBLACION,1
ABRA,BOLINEY,DUMAGAS,1
ABRA,LANGIDEN,POBLACION,1
ABRA,ABRA-SAN-QUINTIN,VILLA MERCEDES,1
ABRA,ABRA-DOLORES,TAPING,1
ABRA,LICUAN-(BAAY),TUMALIP,0
ABRA,TINEG,LANEC,1
ABRA,BUCAY,ABANG,1
ABRA,LAGANGILAN,NAGTUPACAN,1
ABRA,BUCLOC,LINGAY,1
ABRA,BANGUED,ZONE 3 POB. (LALAUD),1
ABRA,DANGLAS,PADANGITAN,1
ABRA,MALIBCONG,GACAB,0
ABRA,MALIBCONG,BAYABAS,0
ABRA,LAGANGILAN,DALAGUISEN,1
ABRA,LANGIDEN,DALAYAP (NALAAS),1
ABRA,TAYUM,BASBASA,1
ABRA,ABRA-SAN-JUAN,SILET,1
ABRA,BANGUED,PATUCANNAY,1
ABRA,VILLAVICIOSA,CAL-LAO,1
ABRA,SALLAPADAN,SACCAANG,1
ABRA,SALLAPADAN,UD-UDIAO,1
ABRA,ABRA-LA-PAZ,BULBULALA,1
ABRA,BOLINEY,BOLINEY POBLACION,1
ABRA,ABRA-SAN-ISIDRO,TANGBAO,1
ABRA,MANABO,SAN JOSE SUR,1
ABRA,PIDIGAN,YUYENG,1
ABRA,PENARRUBIA,TATTAWA,1
ABRA,BANGUED,ZONE 5 POB. (BO. BARIKIR),1
ABRA,ABRA-SAN-JUAN,BADAS,1
ABRA,TAYUM,BAGALAY,1
ABRA,LAGANGILAN,PRESENTAR,1
ABRA,ABRA-DOLORES,ISIT,1
ABRA,TAYUM,POBLACION,1
ABRA,BANGUED,BANGBANGAR,1
ABRA,LAGANGILAN,TAGODTOD,1
ABRA,BUCAY,PAGALA,1
ABRA,PIDIGAN,PAMUTIC,1
ABRA,BUCAY,PAKILING,1
ABRA,LICUAN-(BAAY),SUBAGAN,0
ABRA,TAYUM,PIAS,1
ABRA,LAGANGILAN,PAWA,1
ABRA,PIDIGAN,SULBEC,1
ABRA,ABRA-SAN-QUINTIN,PANTOC,1
ABRA,PENARRUBIA,POBLACION,1
ABRA,MANABO,SAN RAMON WEST,1
ABRA,LUBA,SABNANGAN,1
ABRA,PENARRUBIA,RIANG (TIANG),1
ABRA,PIDIGAN,IMMULI,1
ABRA,BUCAY,SOUTH POBLACION,1
ABRA,BOLINEY,DANAC WEST,1
ABRA,BUCAY,LABON,1
ABRA,MANABO,SAN JOSE NORTE,1
ABRA,MALIBCONG,MALIBCONG (POB.),0
ABRA,BUCLOC,LAMAO (POB.),1
ABRA,VILLAVICIOSA,TUQUIB,1
ABRA,BUCAY,DUGONG,1
ABRA,DAGUIOMAN,PIKEK,1
ABRA,ABRA-SAN-JUAN,POBLACION NORTH,1
ABRA,LUBA,NAGBUKEL-TUQUIPA,1
ABRA,LAGANGILAN,LAGUIBEN,1
ABRA,TINEG,COGON,1
ABRA,PENARRUBIA,LUSUAC,1
ABRA,BANGUED,ZONE 7 POB. (BALILING),1
ABRA,ABRA-PILAR,NANANGDUAN,1
ABRA,MANABO,SAN RAMON EAST,1
ABRA,TINEG,LAPAT-BALANTAY,1
ABRA,ABRA-LA-PAZ,BENBEN (BONBON),1
ABRA,ABRA-LA-PAZ,CANAN (GAPAN),1
ABRA,ABRA-LA-PAZ,MALABBAGA,1
ABRA,ABRA-LA-PAZ,PIDIPID,1
ABRA,PENARRUBIA,MALAMSIT (PAU-MALAMSIT),1
ABRA,LAGAYAN,COLLAGO,1
ABRA,BOLINEY,POBLACION (BOLINEY),1
ABRA,TUBO,POBLACION (MAYABO),1
ABRA,DANGLAS,DANGLAS,1
ABRA,LUBA,AMPALIOC,1
ABRA,ABRA-PILAR,SAN JUAN EAST,1
ABRA,ABRA-SAN-JUAN,CABCABORAO,1
ABRA,ABRA-SAN-JUAN,LAM-AG,1
ABRA,BANGUED,CABULOAN,1
ABRA,BANGUED,TABLAC (CALOT),1
ABRA,BANGUED,SAPPAAC,1
ABRA,BUCAY,LAYUGAN,1
ABRA,DANGLAS,CAUPASAN,1
ABRA,ABRA-DOLORES,BAYAAN,1
ABRA,ABRA-DOLORES,CARDONA,1
ABRA,TINEG,POBLACION (AGSIMAO),1
AGUSAN-DEL-NORTE,REMEDIOS-T.-ROMUALDEZ,BASILISA,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,PIANING,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-SANTIAGO,PANGAYLAN-IP,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,ALUBIJID,1
AGUSAN-DEL-NORTE,LAS-NIEVES,AMBACON,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,AGAO POB. (BGY. 3),1
AGUSAN-DEL-NORTE,NASIPIT,CAMAGONG,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,CABINET,1
AGUSAN-DEL-NORTE,LAS-NIEVES,CASIKLAN,1
AGUSAN-DEL-NORTE,KITCHARAO,CANAWAY,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,OBRERO POB. (BGY. 18),1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,POBLACION,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 11,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 12,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 2,1
AGUSAN-DEL-NORTE,TUBAY,POBLACION 2,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 3,1
AGUSAN-DEL-NORTE,TUBAY,POBLACION 1,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-SANTIAGO,TAGBUYACAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TAGUIBO,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SAN VICENTE,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SANTO NINO,1
AGUSAN-DEL-NORTE,KITCHARAO,SONGKOY,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,SORIANO,1
AGUSAN-DEL-NORTE,KITCHARAO,SANGAY,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TALIGAMAN,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,SANGHAN,1
AGUSAN-DEL-NORTE,NASIPIT,SANTA ANA,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,SANTO ROSARIO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,POBLACION 4,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SUMILE,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BANCASI,1
AGUSAN-DEL-NORTE,KITCHARAO,BANGAYAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,AUPAGAN,1
AGUSAN-DEL-NORTE,NASIPIT,BARANGAY 6 (POB.),1
AGUSAN-DEL-NORTE,NASIPIT,BARANGAY 2 (POB.),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BAAN KM 3,1
AGUSAN-DEL-NORTE,NASIPIT,BARANGAY 1 (POB.),1
AGUSAN-DEL-NORTE,JABONGA,BALEGUIAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,AMPARO,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,AMPAYON,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,ANTONIO LUNA,1
AGUSAN-DEL-NORTE,NASIPIT,BARANGAY 5 (POB.),1
AGUSAN-DEL-NORTE,REMEDIOS-T.-ROMUALDEZ,BALANGBALANG,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,CAASINAN,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,CALIBUNAN,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,CALOC-AN,1
AGUSAN-DEL-NORTE,TUBAY,CABAYAWA,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,BUHANG,1
AGUSAN-DEL-NORTE,TUBAY,BINUANGAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BOBON,1
AGUSAN-DEL-NORTE,JABONGA,BUNGA,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,BAY-ANG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BAYANIHAN POB. (BGY. 27),1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,RIZAL,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-CARMEN,SAN AGUSTIN,1
AGUSAN-DEL-NORTE,NASIPIT,PUNTA,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-SANTIAGO,SAN ISIDRO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,POBLACION 5,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 5,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,POBLACION 6,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 6,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 7,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 9,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,PUTING BATO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-SANTIAGO,POBLACION I,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,SACOL,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,URDUJA POB. (BGY. 9),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TINIWISAN,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,TOLOSA,1
AGUSAN-DEL-NORTE,NASIPIT,TALISAY,1
AGUSAN-DEL-NORTE,TUBAY,SANTA ANA,1
AGUSAN-DEL-NORTE,NASIPIT,TRIANGULO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-CARMEN,VINAPOR,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,TAOD-OY,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TUNGAO,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BABAG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LUMBOCAN,1
AGUSAN-DEL-NORTE,NASIPIT,JAGUIMITAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LAPU-LAPU POB. (BGY. 8),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LEON KILAT POB. (BGY. 13),1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-SANTIAGO,LA PAZ,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,LA UNION,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LOS ANGELES,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,KATUGASAN,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,KAUSWAGAN,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,LOWER OLAVE,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,IMADEJAS POB. (BGY. 24),1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,MAHABA,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MAHAY,1
AGUSAN-DEL-NORTE,KITCHARAO,MAHAYAHAY,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MANILA DE BUGABUS,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MAHOGANY POB. (BGY. 21),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MAIBU,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,NONG-NONG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MAON POB. (BGY. 1),1
AGUSAN-DEL-NORTE,JABONGA,MARAIGING,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,MARCOS,1
AGUSAN-DEL-NORTE,LAS-NIEVES,MARCOS CALO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,MACALANG,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,MALPOC,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,MANDAMO,1
AGUSAN-DEL-NORTE,JABONGA,COLORADO,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,COMAGASCAS,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,CONCEPCION,1
AGUSAN-DEL-NORTE,LAS-NIEVES,CONSORCIA,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DON FRANCISCO,1
AGUSAN-DEL-NORTE,TUBAY,DONA TELESFORA,1
AGUSAN-DEL-NORTE,KITCHARAO,CROSSING,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DULAG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DUMALAGAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,HOLY REDEEMER POB. (BGY. 23),1
AGUSAN-DEL-NORTE,NASIPIT,CULIT,1
AGUSAN-DEL-NORTE,JABONGA,CUYAGO,1
AGUSAN-DEL-NORTE,LAS-NIEVES,EDUARDO G. MONTILLA (CAMBOAYON),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DAGOHOY POB. (BGY. 7),1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,DEL PILAR,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DANKIAS,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,GUINABSAN,1
AGUSAN-DEL-NORTE,TUBAY,TINIGBASAN,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,MABINI,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 8,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,MANAPA,1
AGUSAN-DEL-NORTE,NASIPIT,AMONTAY,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,RAJAH SOLIMAN POB. (BGY. 4),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SAN MATEO,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TANDANG SORA POB. (BGY. 12),1
AGUSAN-DEL-NORTE,KITCHARAO,SAN ROQUE,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BADING POB. (BGY. 22),1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,ABILAN,1
AGUSAN-DEL-NORTE,LAS-NIEVES,MANINGALAO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-CARMEN,GOSOON,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LIMAHA POB. (BGY. 14),1
AGUSAN-DEL-NORTE,LAS-NIEVES,MAT-I,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,PORT POYOHON POB. (BGY. 17 - NEW ASIA),1
AGUSAN-DEL-NORTE,KITCHARAO,SAN ISIDRO,1
AGUSAN-DEL-NORTE,TUBAY,LA FRATERNIDAD,1
AGUSAN-DEL-NORTE,JABONGA,A. BELTRAN (CAMALIG),1
AGUSAN-DEL-NORTE,REMEDIOS-T.-ROMUALDEZ,SAN ANTONIO,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,GUIASAN,1
AGUSAN-DEL-NORTE,NASIPIT,BARANGAY 7 (POB.),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,BITAN-AGAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,FLORIDA,1
AGUSAN-DEL-NORTE,REMEDIOS-T.-ROMUALDEZ,HUMILOG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,AGUSAN PEQUEÑO,1
AGUSAN-DEL-NORTE,JABONGA,SANTO NIÑO,1
AGUSAN-DEL-NORTE,JABONGA,MAGSAYSAY,1
AGUSAN-DEL-NORTE,CABADBARAN-CITY,POBLACION 4,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DE ORO,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,TAGABACA,1
AGUSAN-DEL-NORTE,LAS-NIEVES,SAN ROQUE,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-MAGALLANES,SANTO NIÑO,1
AGUSAN-DEL-NORTE,REMEDIOS-T.-ROMUALDEZ,POBLACION I (AGAY),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SAN IGNACIO POB. (BGY. 15),1
AGUSAN-DEL-NORTE,BUTUAN-CITY,DOONGAN,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,MATABAO,1
AGUSAN-DEL-NORTE,TUBAY,LAWIGAN,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LEMON,1
AGUSAN-DEL-NORTE,AGUSAN-DEL-NORTE-BUENAVISTA,AGONG-ONG,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,LIBERTAD,1
AGUSAN-DEL-NORTE,NASIPIT,CUBI-CUBI,1
AGUSAN-DEL-NORTE,BUTUAN-CITY,SANTO NIÑO,1
